Index	Annotator	Subset	Genre	ID	Complex_binary	Complex_probabilistic	Start_index	End_index	Native_complex	Non_native_complex	Expression	Context	Annotation
114	0	Train	News	38B7Q9C28G6F3JQ013CJBEQMZM769D	1	0.1	163	174	2	0	euro crisis	Companies must raise £28 trillion Chinese sovereign wealth fund stops buying Euro debt Surprise weakening in China import and exports Spain nationalises Bankia as euro crisis escalates Germany warns Greece 'no bailout agreement, no aid' Bankia, in which the state is taking a 45pc stake as a crisis measure to save    it from crippling bad loans, had €37.5bn in exposure to the property sector    at the end of 2011.	MW compounds
115	0	Train	News	338GLSUI43CTRRFAB2FEMF8PLM2SF7	1	0.1	25	46	2	0	welfare investigators	The following day, child welfare investigators visited the house to look into allegations of inadequate supervision of the children.	MW compounds
116	0	Train	News	3OYHVNTV5TZP9LFV5WP2INQTVSSKOD	1	0.1	18	32	0	2	symbolic visit	As Obama's brief, symbolic visit to Afghanistan on Wednesday made clear, the more important audience is American voters fed up with a war that will be in its 12th year on Election Day in November.	MW compounds
117	0	Train	News	3UEDKCTP9VRIOFNWOA80714Y53I7KA	1	0.1	5	22	1	1	televised address	In a televised address to the American people from a base north of Kabul, he said the war in Afghanistan was winding down.	MW compounds
118	0	Train	News	389A2A304OJMN6BOBY6T43H3THR0CH	1	0.1	134	143	0	2	door step	The neighbor, whom the authorities have not identified, said that when she opened the door, three of Ms. Thomas' children were on the door step.	MW compounds
119	0	Train	News	3AA88CN98P413ZJXBJY0KEOV9QCKYL	1	0.1	139	159	2	0	opposition activists	Inside Syria, regime forces suffered heavy casualties Monday during clashes at Rastan, a city that has been pummeled by government forces, opposition activists said.	MW compounds
120	0	Train	News	3JUDR1D0D6SXDHOLV3B27WZZTH9Q22	1	0.05	131	141	1	0	peace plan	A team of U.N. monitors is on the ground to observe the progress of a so-called cease-fire and encourage the implementation of the peace plan.	MW compounds
121	0	Train	News	3NQUW096N69XM4T7O7IL0X8JQUZ9LI	1	0.05	22	40	0	1	surveillance ships	Two "Chinese maritime surveillance ships" then sailed to the shoal on Tuesday, the statement said.	MW compounds
122	0	Train	News	3SSN80MU8CPC3UTN6NCY10HM7KIKXF	1	0.05	190	201	0	1	peace envoy	The watchdog said 45 people — 25 civilians, 15 soldiers and five rebels — were killed in a surge of violence in various flashpoints on Sunday, despite a ceasefire brokered by UN-Arab League peace envoy Kofi Annan that was supposed to take effect on April 12.	MW compounds
123	0	Train	News	3JTPR5MTZSD31B9D0HT39HQ2FYB5KK	1	0.05	50	63	0	1	warning shots	The Philippines accused Chinese vessels of firing warning shots at Filipino fishermen, as well as harassing an oil exploration vessel.	MW compounds
124	0	Train	News	37PGLWGSJT7FDZ4S71CXYQU7KKHIK7	1	0.05	0	19	1	0	Preliminary results	Preliminary results indicate the party won less than 50 percent of votes, a steep fall from its earlier majority.	MW compounds
125	0	Train	News	3TZ0XG8CBUL27X9OUI9HVSMD5HX982	1	0.05	101	119	1	0	real estate assets	At its weekly cabinet meeting, the government will approve a plan to force banks to park their toxic real estate assets in holding companies that would later sell them off, a move that could deepen losses for the lenders.	MW compounds
126	0	Train	News	3M7OI89LVYPH1HX3DNMAD4RU57A6CU	1	0.05	85	108	1	0	parliamentary elections	Despite the ongoing chaos, Syrian state-run media announced that results from recent parliamentary elections will be announced Tuesday.	MW compounds
127	0	Train	News	3AXFSPQOYQZ0SOWKO860UEH2P3PFJE	1	0.05	84	102	1	0	surveillance plane	The Philippine Department of Foreign Affairs said that on Sunday, a Philippine navy surveillance plane sighted eight Chinese fishing vessels anchored in a lagoon at Scarborough, prompting the military to deploy its largest warship, the BRP Gregorio del Pilar, which was recently acquired from the United States.	MW compounds
128	0	Train	News	3MNJFORX8B5SLPHZZ626T4YX616F51	1	0.05	73	88	1	0	security forces	The incident not only underscores the difficulties that remain as Afghan security forces take control of increasingly larger share of the country, but also the potential fallout from the Afghan insurgency during high-profile visits.	MW compounds
129	0	Train	News	389A2A304OJMN6BOBY6T43H3THR0CH	1	0.05	30	45	1	0	news conference	Lieutenant Goodyear said at a news conference that the authorities had received a 911 call from a neighbor of Ms. Thomas at 4:50 a.m.	MW compounds
130	0	Train	News	35F6NGNVM8KHRYDJIJMS8SRUPHX7T7	1	0.05	41	51	1	0	bare hands	Protesters used sledge hammers and their bare hands to tear apart the embassy's security wall.	MW compounds
131	0	Train	News	302OLP89DZ8IOJ96303MT9TG233ACI	1	0.05	126	142	1	0	political forces	Sunday's parliamentary vote suggested Russians are tiring of Putin and his United Russia party, which has dominated all other political forces in the country for a dozen years and earned a reputation for corruption.	MW compounds
132	0	Train	News	3T6SSHJUZFBO74E47YRLLAFUR3PII2	0	0	71	85	0	0	daily thoughts	Let us honor the memory of the fallen, not only by keeping them in our daily thoughts but also by staying true to their commitment," Romney said.	MW compounds
133	0	Train	News	3OEWW2KGQJCHVF9LDF3FEAV3B7GDOQ	0	0	106	117	0	0	peace envoy	Shelling began on Sunday and intensified overnight, activists said, a new blow to a ceasefire declared by peace envoy Kofi Annan a month ago and which U.N. monitoring mission on the ground are observing.	MW compounds
134	0	Train	News	3K3IX1W4S6S1I8IA85PSD9SN0LUPAK	0	0	126	139	0	0	signing table	The Afghan people will understand that the United States will stand by them, Obama said, with Karzai seated beside him at the signing table.	MW compounds
135	0	Train	WikiNews	3HO4MYYR12PDNBE3ZE7A7AD0FC96U9	1	0.2	48	67	3	1	conspiracy theories	#29-5 Martin, best known for spreading multiple conspiracy theories concerning the birth and religion of U.S. President Barack Obama, previously ran for the Democratic Party presidential nomination in 1988, and unsuccessfully sought the backing of the Republican Party in 2000 and 2012.	MW compounds
136	0	Train	WikiNews	38RHULDV9YG68ZY9WFV0M1O29JFIWE	1	0.15	25	38	3	0	vice premiers	#27-5 Choe, one of seven vice premiers, was in charge of construction and building material industries.	MW compounds
137	0	Train	WikiNews	3WYZV0QBFJEBARPT0AZ52XYWNV1BXR	1	0.1	39	52	1	1	video footage	#3-8 The theatre claims to have a CCTV video footage of Pavlensky and other men beating Slonina's boyfriend in the parking lot on October 31.	MW compounds
138	0	Train	WikiNews	30F94FBDNRL4TAG9V0Y8DUDQAZDBT8	1	0.1	59	77	0	2	predatory behavior	#11-17 The scientists say this shows they were stimulating predatory behavior specifically and not making the animals generally more angry or aggressive.	MW compounds
139	0	Train	WikiNews	37VHPF5VYC445VGR62J8XINLE7SC8R	1	0.05	150	168	1	0	contract extension	#8-1 Robben signs contract extension with Bayern German football club FC Bayern Munich yesterday announced Dutch winger Arjen Robben has signed a one contract extension until June 2018.	MW compounds
140	0	Train	WikiNews	3WRKFXQBOB8AX4T9BGDO7Y9IKRFIYD	1	0.05	221	237	0	1	political asylum	#3-1 Rape-accused Russian political artist Pyotr Pavlensky to seek asylum in France On Monday, controversial Russian political artist Pyotr Pavlensky, currently in Paris, informed media that he and his family are to seek political asylum in France.	MW compounds
141	0	Train	WikiNews	3D1TUISJWI1TGV941FGZ4D35O34IUF	1	0.05	26	35	1	0	team mate	#21-19 Bianchi's Marussia team mate Max Chilton tweeted, "No words can describe what his family and the sport have lost.	MW compounds
142	0	Train	WikiNews	3OLZC0DJ8JGTTAY465Q40Z5O2ADIV4	1	0.05	95	108	1	0	payroll gains	#25-9 While sluggish wage growth remains a pocket of weakness in the economic recovery, steady payroll gains averaging 242,000 per month over the past twelve months have led observers to consider a Federal Reserve interest rate hike as increasingly likely, according to The New York Times.	MW compounds
143	0	Train	WikiNews	3ZQA3IO31BSN3KT9XMJKD8UUPF51OT	0	0	43	56	0	0	single market	#1-1 Theresa May's Brexit speech rules out single market membership UK Prime Minister Theresa May yesterday announced the government's plans for how to proceed with the United Kingdom's exit, or "Brexit" (British exit), from the European Union.	MW compounds
144	0	Train	WikiNews	3LG268AV387PKYF112V3ENITPBTERY	1	0.25	48	65	2	3	survival analysis	#42-43 This gives us the data to do a so-called survival analysis.	MW compounds
145	0	Train	WikiNews	3TTPFEFXCTL8IP8JZF0BOVOAL47H6J	1	0.05	283	296	1	0	major players	#23-12 He alleges this was done to ensure the inclusion of the low-polling candidates former Hewlett-Packard CEO Carly Fiorina, former New York governor George Pataki, Senator Lindsey Graham, and former Virginia governor Jim Gilmore, because Fox News recognizes these candidates as "major players."	MW compounds
146	0	Train	Wikipedia	3YZ7A3YHR5U1PUML5Q2503HCZRLS5M	1	0.65	229	243	9	4	basal avialans	In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .	MW compounds
147	0	Train	Wikipedia	3JUDR1D0D6SXDHOLV3B27WZZXT92Q6	1	0.4	50	67	6	2	lossy compression	Advanced Audio Coding ( AAC ) is a standardized , lossy compression and encoding scheme for digital audio .	MW compounds
148	0	Train	Wikipedia	3OYHVNTV5TZP9LFV5WP2INQTZSDKO2	1	0.35	256	269	4	3	binary system	Two is the base of the simplest numeral system in which natural numbers can be written concisely , being the length of the number a logarithm of the value of the number ( whereas in base 1 the length of the number is the value of the number itself ) ; the binary system is used in computers .	MW compounds
149	0	Train	Wikipedia	3UY4PIS8QRM5LZTXW7J7YJUP0C8N1N	1	0.25	88	101	3	2	binary system	At a distance of about 6.5 light years , the nearest known brown dwarf is Luhman 16 , a binary system of brown dwarfs discovered in 2013 .	MW compounds
150	0	Train	Wikipedia	3W31J70BASXO0WISFRGBNNWCAEUKC5	1	0.2	187	203	2	2	aesthetic values	The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''	MW compounds
151	0	Train	Wikipedia	3JAOYN9IHL3URYE21SDBDYBGTFV33F	1	0.2	47	61	1	3	spectral class	This discovery helped to establish yet another spectral class even cooler than L dwarfs , known as `` T dwarfs '' , for which Gliese 229B is the prototype .	MW compounds
152	0	Train	Wikipedia	3N5YJ55YXG41FN6XSQC09KNS46EANY	1	0.15	172	189	2	1	reference service	Archivists must also select records valuable enough to justify the costs of storage and preservation , plus the labor intensive expenses of arrangement , description , and reference service .	MW compounds
153	0	Train	Wikipedia	3126F2F5F8448LZMOARE9SIEP0DPE4	1	0.1	111	124	1	1	mating season	They are used for digging for roots and stripping the bark off trees for food , for fighting each other during mating season , and for defending themselves against predators .	MW compounds
154	0	Train	Wikipedia	37J05LC5AXK3U4IOX2BA6EEHGP6DJZ	1	0.1	195	218	2	0	supply chain management	The company also builds tools for database development and systems of middle-tier software , enterprise resource planning ( ERP ) software , customer relationship management ( CRM ) software and supply chain management ( SCM ) software .	MW compounds
155	0	Train	Wikipedia	3ZUE82NE0A2B8701X4995O8OCRS8FL	1	0.1	83	92	0	2	tail horn	In the third instar , purple or blue edging develops on the yellow stripes and the tail horn turns from black to yellow .	MW compounds
156	0	Train	Wikipedia	3OID399FXG8NP2WSECKPRGMPNIPFDY	1	0.05	186	197	0	1	prop pieces	Known for his contempt for the government in labeling graffiti as vandalism , Banksy displays his art on publicly visible surfaces such as walls , even going as far as to build physical prop pieces .	MW compounds
157	0	Train	Wikipedia	3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC	1	0.05	40	61	1	0	space-launch vehicles	The Angara rocket family is a family of space-launch vehicles being developed by the Moscow-based Khrunichev State Research and Production Space Center .	MW compounds
158	0	Train	Wikipedia	3KTZHH2ONIGHEHSIJRDM0ESX9S48MS	1	0.05	48	64	0	1	obscene language	An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .	MW compounds
159	0	Train	Wikipedia	3KTZHH2ONIGHEHSIJRDM0ESX9S48MS	1	0.05	108	120	0	1	sock account	Reviewing admins will usually defer to the blocking admin in a sockpuppetry-based block , especially if the sock account has minimal edits .	MW compounds
160	0	Train	Wikipedia	3VJ4PFXFJ38EADQ6PROMNFFMC27AUQ	0	0	118	127	0	0	sea level	El Panecillo is a hill located in the middle west of the city at an altitude of about 3,016 metres ( 9,895 ft ) above sea level .	MW compounds
161	0	Train	Wikipedia	363A7XIFV4NENSF6UHYRJ1H5Q9GAVF	0	0	84	111	0	0	database management systems	Ellison took inspiration from the 1970 paper written by Edgar F. Codd on relational database management systems ( RDBMS ) named `` A Relational Model of Data for Large Shared Data Banks . ''	MW compounds
162	0	Train	Wikipedia	308KJXFUJR7ZA0BHPMYCIJTKTO0ATZ	0	0	59	87	0	0	Greek mythological character	Pygmalion is a play by George Bernard Shaw , named after a Greek mythological character .	MW compounds
163	0	Train	Wikipedia	3HYV4299H0XJ2T052TP3N6NO0QD8E3	1	0.1	166	178	1	1	E-flat major	Mozart 's Clarinet Concerto and Clarinet Quintet are both in A major , and generally Mozart was more likely to use clarinets in A major than in any other key besides E-flat major .	MW compounds
164	0	Train	Wikipedia	3ZG552ORAM5PIPK2H25CDJY7ELO2V0	1	0.2	51	61	2	2	print shop	About Christmas 1894 , Mucha happened to go into a print shop where there was a sudden and unexpected need for a new advertising poster for a play featuring Sarah Bernhardt , the most famous actress in Paris , at the Théâtre de la Renaissance on the Boulevard Saint-Martin .	MW compounds
165	0	Train	Wikipedia	3EAWOID6MTYIMFHO2F1YUV5SHN4V09	1	0.1	19	39	1	1	administrative units	In addition to the administrative units in the third level of the Palace is the presidential residence , a luxurious colonial-style apartment in which they live the President and his family .	MW compounds
166	0	Train	Wikipedia	3EQVJH0T40MEKNJVVS84Z5GO6JQHTH	1	0.1	29	45	2	0	physical effects	This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .	MW compounds
167	0	Train	Wikipedia	3XD2A6FGFNVKQHOX8GFMCJMELN4S9D	1	0.05	21	43	1	0	coordination compounds	In contrast to these coordination compounds , methylcobalamin ( a form of Vitamin B12 ) , with a cobalt-methyl bond , is a true organometallic complex , one of the few known in biology .	MW compounds
168	0	Train	Wikipedia	36FFXPMST9PY7VENZBM55VA17B9HOV	1	0.05	46	55	1	0	farm team	Tallari moved to the Hartford Wolf Pack , the farm team for the New York Rangers .	MW compounds
169	0	Train	Wikipedia	3LN50BUKPVCIER9E5WEIMN8YYXEPLR	0	0	4	18	0	0	following year	The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .	MW compounds
170	0	Train	News	3G9UA71JVVVNDVHE6P8O6M4LQEI7JB	1	0.15	108	129	2	1	strategic partnership	Obama made an unannounced visit to Afghanistan Tuesday and met with Afghan President Hamid Karzai to sign a strategic partnership agreement.	MW compounds
